"Year","CategoryA","CategoryD","CategoryC","KAcreFt"
2018,"Agriculture","AG1","Applied Water",30338.4
2018,"Instream Flow Requirements","IFR1","Applied Water",6450
2018,"Managed Wetlands","MW1","Applied Water",1449.7
2018,"Required Delta Outflow","RDO1","Applied Water",5344.7
2018,"Wild and Scenic River","WSR1","Applied Water",18156.5
2018,"Urban","URB5","Applied Water - Commercial Use",1117.1
2018,"Urban","URB8","Applied Water - Energy Production",116.8
2018,"Urban","URB9","Applied Water - Groundwater",628.7
2018,"Agriculture","AG2","Applied Water - Groundwater Recharge",685
2018,"Urban","URB6","Applied Water - Industrial Use",359.9
2018,"Urban","URB4","Applied Water - Residential - Multi Family Exterior",314.1
2018,"Urban","URB3","Applied Water - Residential - Multi Family Interior",762.2
2018,"Urban","URB2","Applied Water - Residential - Single Family Exterior",1563.6
2018,"Urban","URB1","Applied Water - Residential - Single Family Interior",2228.9
2018,"Urban","URB7","Applied Water - Urban Large Landscape",786.2
2018,"Agriculture","AWUAG","Applied Water Use",31023.4
2018,"Instream Flow Requirements","AWUIFR","Applied Water Use",6450
2018,"Managed Wetlands","AWUMW","Applied Water Use",1449.7
2018,"Required Delta Outflow","AWURDO","Applied Water Use",5344.7
2018,"Urban","AWUURB","Applied Water Use",7877.5
2018,"Wild and Scenic River","AWUWSR","Applied Water Use",18156.5
2018,"Agriculture","AWUAGC","Conveyance Applied Water Use",2695.7
2018,"Managed Wetlands","AWUMWC","Conveyance Applied Water Use",117.4
2018,"Urban","AWUURBC","Conveyance Applied Water Use",314.2
2018,"Agriculture","AG22","Conveyance Deep Percolation",737.5
2018,"Managed Wetlands","MW20","Conveyance Deep Percolation",21.7
2018,"Urban","URB30","Conveyance Deep Percolation",103.4
2018,"Agriculture","AG18F","Conveyance Deep Percolation to Mexico",0
2018,"Managed Wetlands","MW16F","Conveyance Deep Percolation to Mexico",0
2018,"Urban","URB26F","Conveyance Deep Percolation to Mexico",0
2018,"Agriculture","AG18E","Conveyance Deep Percolation to Nevada",0
2018,"Managed Wetlands","MW16E","Conveyance Deep Percolation to Nevada",0
2018,"Urban","URB26E","Conveyance Deep Percolation to Nevada",0
2018,"Agriculture","AG18D","Conveyance Deep Percolation to Oregon",0
2018,"Managed Wetlands","MW16D","Conveyance Deep Percolation to Oregon",0
2018,"Urban","URB26D","Conveyance Deep Percolation to Oregon",0
2018,"Agriculture","AG23","Conveyance Deep Percolation to Salt Sink",7
2018,"Managed Wetlands","MW21","Conveyance Deep Percolation to Salt Sink",0
