pws_id,mean_lot_size,median_lot_size
3310025,0.579024436665341,0.4556611570247934
3310031,0.7120064718161662,0.15226813590449953
3310032,1.3989981360590407,0.14435720844811756
3310037,0.471392807352365,0.14304866850321396
3310038,0.8016983255037418,0.13798898071625343
3310044,1.4634095166558923,0.1558953168044077
3310048,10.32953501763205,4.760247933884298
3310049,0.9982483821128123,0.21174931129476585
3310051,0.2272329134749092,0.17090679522497704
3310052,0.5592964491093603,0.1524517906336088
3400101,0.3613621757887624,0.1291349862258953
3400106,0.09868327424610508,0.07112589531680441
3400156,0.1639974839302112,0.1279144168962351
3400173,2.0811365325533675,1.1176767676767678
3400473,6.0497050045913685,6.0497050045913685
3410001,0.22529471457388134,0.13926694214876034
3410002,0.30280866850704846,0.24002405876951333
3410003,0.1410648444545496,0.11518365472910928
3410004,0.2806649180455776,0.20109141414141415
3410006,0.2637266093259036,0.16314389348025712
3410008,0.35867799811193474,0.14329100091827365
3410009,0.34397198553769986,0.21786042240587694
3410010,0.22909337726031961,0.1214233241505969
3410011,0.21610640217382027,0.13770330578512396
3410012,1.5364767767038645,0.11347107438016528
3410013,0.14633644572181462,0.12668962350780533
3410014,0.21531562052629197,0.14442617079889808
3410015,0.19217486340676718,0.13411111111111113
3410017,0.2120686139623236,0.11751547291092745
3410018,0.6792890582102662,0.20564049586776859
3410020,0.1820956654079086,0.11558769513314968
3410021,0.573907109788058,0.23205229568411387
3410023,0.18120313249073522,0.12316143250688705
3410027,0.33797741411621807,0.13010550964187328
3410029,0.3753776582125499,0.11780523415977963
3410030,0.3690521678060062,0.29176294765840216
3410031,0.14649353641889026,0.11089935720844812
3410034,0.23040073479115425,0.1214233241505969
3410045,0.46282501292600386,0.20649219467401286
3410047,2.2063167350270376,0.18844146005509643
3410704,0.22481508135939954,0.11752089072543617
3510001,7.688551144605383,0.11778351698806246
3510003,0.26435979905983503,0.12439393939393939
3600010,0.26651192653810835,0.25318595041322317
3600270,1.5471444184146403,0.611455463728191
3600279,2.212839564475928,1.7789072543617999
3600283,0.32130293698253787,0.1960941230486685
3600395,NA,NA
3610001,0.5673354337377099,0.14700495867768595
3610003,0.5772654037430046,0.44637800734618915
3610004,0.23471299770217358,0.15836473829201103
3610005,0.26184338870522134,0.19674118457300277
3610008,0.24366566108611565,0.11838650137741047
3610012,0.25840433692722387,0.1282048668503214
3610013,0.20563080406970602,0.14709237832874195
3610014,0.24056617057154184,0.1405635904499541
3610015,0.17010793001355598,0.13299173553719007
3610018,0.6604566289033689,0.13329765840220387
3610022,0.26462892878629557,0.17319058769513312
3610024,0.618975195072893,0.4181003673094582
3610025,1.5664769439230877,0.46481808999081725
3610029,0.2865223974367029,0.1426961432506887
3610034,0.26039063045642447,0.13398686868686868
3610036,0.17252033316222654,0.11662424242424242
3610037,0.3045021859661536,0.1563168044077135
3610038,0.18201835920466217,0.15282543617998162
3610039,0.2240840720913364,0.1429595041322314
3610041,0.21518595809281738,0.13839458218549128
3610043,0.4299961886215412,0.1519530303030303
3610044,0.22361637206119545,0.15077878787878787
3610045,0.1308691386933306,0.0908380624426079
3610047,0.20311574839302113,0.20311574839302113
3610049,0.9356656699539747,0.23062323232323234
3610050,0.21899778819080717,0.15954214876033057
3610052,0.28296757790859356,0.14523094582185492
3610055,1.0637946914421152,0.20908613406795223
3610057,0.3041742817314691,0.16719063360881542
3610063,0.8859563369311227,0.39336528925619835
3610064,0.20147897782094557,0.15303636363636364
3610073,1.0402309175950804,0.42125743801652893
3610105,0.9329954989099021,0.6500800734618917
3610107,0.5309218744670485,0.4207517906336088
3610108,1.38161639386784,0.6172598255280074
3610118,1.6320061328384645,0.17883112947658403
3610120,2.5958264541430847,2.1941873278236916
3610121,0.1952663138019624,0.1411342056932966
3610125,1.9725818822871488,2.036516069788797
3710001,0.8301366832289027,0.10538108356290177
3710002,0.9012188377425286,0.16401937557392104
3710005,1.4181370182404298,0.1715219773492501
3710006,0.7987245793069602,0.16015537190082646
3710008,1.3322143436275462,0.37058158861340673
3710010,0.6514290425642947,0.1966131772268136
3710013,1.1379581512784884,0.3597796143250689
3710014,0.4049640405372194,0.12263393021120295
3710015,1.8255507326791602,0.17615987144168965
3710016,2.2643051907812497,1.4408960820324457
3710018,0.5323994548745767,0.15896694214876034
3710019,1.698449474356941,0.655050505050505
3710020,0.5197764596205436,0.11886005509641873
3710021,0.3994625632821981,0.16070959595959594
3710023,2.1036723514097844,0.7730119375573922
3710025,1.6210471841407017,0.15588631772268136
3710026,2.0491142310000914,1.079501071319253
3710027,0.5089193765456519,0.2094754820936639
3710029,1.2946514585248843,0.1740931588613407
3710034,1.1662371268499414,0.14757300275482094
3710037,0.7347319901137377,0.15805785123966942
3710042,0.7498472292345979,0.1347989898989899
3810011,0.13139340967222876,0.03538732782369146
3910001,0.22384041924953163,0.11663209366391183
